reuters,"MetLife seeks changes to protect interest payments, dividends",,
reuters,U.S. jobless claims rise; labor market still tightening,,
reuters,Macy's quarterly comparable sales top estimates,,
reuters,"VW's Skoda, Tata end cooperation talks after failing to hit cost targets",,
reuters,VW labor leaders warn politicians not to put jobs in jeopardy,,
reuters,Former HK commodities exchange chief charged with conspiracy to defraud regulator: court,,
reuters,Toyota says to delay start of Mexico plant to early 2020,,
reuters,"Twenty-First Century Fox revenue misses, profit tops estimates",,
reuters,Goldman to use 'personality test' for hiring decisions,,
reuters,Investors seek safety as North Korea tension escalates; global stocks end off lows,,
reuters,S&P closes barely lower despite North Korea tensions,,
reuters,Altice weighing takeover offer for Charter: sources,,
reuters,GE saves money by delaying Boston HQ tower construction,,
reuters,"In tough retail landscape, Payless emerges as rare bankruptcy survivor",,
reuters,Oil inches higher after data points to declining U.S. inventories,,
reuters,Sky investor Odey says Fox bid is losing appeal,,
reuters,McDonald's bumps up estimate for stores in China by 2022,,
reuters,Deutsche Boerse board discusses Plan B amid CEO investigation: WirtschaftsWoche,,
reuters,Qatar Airways says evaluating air routes opened by boycotting countries,,
reuters,Qatar Airways says will receive first Airbus A350-1000 this year,,
reuters,VW workers want new car model for Germany to boost flagging output,,
reuters,'Two Davids' tread in father-in-law's footsteps in bid to halt Clariant deal,,
reuters,Tribune Media's profit misses as programming costs rise,,
reuters,Shorting the short: Investors bet against Icahn's oil refiner after biofuel trade,,
reuters,"Innovate, cut costs: how a Russian oil firm navigates global supply curbs",,
reuters,UK government asks watchdog to look into Fox's bid for Sky,,
reuters,Santander seals biggest sale yet of Spanish property,,
reuters,Volkswagen signs on as EURO 2020 mobility partner in soccer push,,
reuters,Disney pays at least $177 million to settle 'pink slime' case: filing,,
reuters,"Disney to pull movies from Netflix, plans own streaming service",,
reuters,Wisconsin won't break even on Foxconn plant incentives for 25 years: analysis,,
reuters,Wall Street swings lower after Trump warns North Korea,,
reuters,Stocks fall on Trump's North Korea warning; dollar up after data,,
reuters,Nissan agrees to $98 million settlement on Takata economic loss claims,,
reuters,SoftBank invests $1 billion in sports e-commerce firm Fanatics: sources,,
reuters,U.S. oil prices slip as some OPEC producers export more,,
reuters,"Dish Network, trade groups and others oppose Sinclair Tribune deal",,
reuters,Marriott set to woo Chinese tourists with Alibaba deal,,
reuters,Fewer discounts help Ralph Lauren beat estimates,,
reuters,"Michael Kors lifts full-year revenue forecast, shares soar",,
reuters,U.S. job openings at record high; labor market tightening,,
reuters,Mazda announces breakthrough in long-coveted engine technology,,
reuters,California insurance regulator to probe Wells Fargo over auto policies,,
reuters,BlackBerry shares slide after Goldman 'sell' recommendation,,
reuters,Uber considering sale of U.S. car-leasing business: source,,
reuters,German state conservatives take tougher line on VW oversight,,
reuters,"Time Inc misses revenue estimates, unveils new cost cuts",,
reuters,Exclusive: British banks' turnaround plans frustrated by U.S. justice delays,,
reuters,U.S. asks judge to dismiss Toyota acceleration case as monitoring ends,,
reuters,British Airways to start non-stop flight from London to Nashville,,
reuters,U.S. card firm Vantiv to announce Worldpay deal Wednesday: sources,,
reuters,Baker Hughes clinches integrated services contract for PNG gas field,,
reuters,Envision to sell ambulance business to KKR in $2.4 billion deal,,
reuters,Commonwealth Bank scraps CEO bonus over money-laundering allegations,,
reuters,Commonwealth Bank in new lawsuit over climate risks,,
reuters,Exclusive: Halo Top ice cream maker explores sale - sources,,
reuters,Funds target 'unknown' stocks as Wall Street cuts analyst jobs,,
reuters,CBS expands streaming services as earnings beat expectations,,
reuters,Ackman's Pershing Square nominates three ADP board directors,,
reuters,Wall Street ends higher as Dow edges to latest record,,
reuters,World stocks tick up to record high; oil slips,,
reuters,"Former FrontPoint manager, out of jail, wants to run prison ministry",,
reuters,Oil slides as output rises at Libya's largest oil field,,
reuters,"Tyson posts better-than-expected profit, bets on chicken",,
reuters,Deutsche Bank tumbles down private bank rankings,,
reuters,Commonwealth Bank blames 'coding error' for alleged money-laundering breaches,,
reuters,"As short sellers target Chinese companies in Hong Kong, hostility mounts",,
reuters,Infrastructure borrowing drops as U.S. states await Trump plan details,,
reuters,Renault forms new joint venture company in Iran,,
reuters,"In Asia financial markets, the fear indicators still send a buy signal",,
reuters,Higher-cost crude could squeeze margins at U.S. refiners,,
reuters,Trump adds trademarks in casino hub Macau,,
reuters,Google employee's anti-diversity memo prompts company rebuke,,
reuters,Factbox: Chinese companies targeted by short sellers in Hong Kong in first half,,
reuters,"Shkreli sentence turns on antics, investor impact of crime",,
reuters,Nissan Mississippi workers vote heavily against unionization,,
reuters,BMW urges foreign carmakers to pay into German transport fund: FAS,,
reuters,"Toyota takes stake in Mazda, links up for $1.6 billion U.S. plant",,
reuters,Strong U.S. jobs report bolsters case for further Fed tightening,,
reuters,Berkshire profit falls as underwriting loss offsets railroad gains,,
reuters,"Toyota plans truck, possibly SUV production in Mexico after Trump threat",,
reuters,Ackman's Pershing Square says it plans to nominate directors at ADP,,
reuters,Amazon shadow looms large ahead of retail earnings,,
reuters,"General Motors recalling nearly 800,000 pickup trucks worldwide",,
reuters,New 'Game of Thrones' episode leaks online through HBO partner,,
reuters,"'Pharma bro' Shkreli convicted of fraud in U.S. court, assails 'witch hunt'",,
reuters,Under Armour's game plan to revive sales could hit snags,,
reuters,"Activist Ackman looks for board seats, better returns at payroll firm ADP",,
reuters,Dow chalks up eighth record close in a row,,
reuters,"Toyota, Mazda invite U.S. states to compete for a rich prize",,
reuters,Paysafe backs $3.9 billion offer from Blackstone/CVC group,,
reuters,"U.S. payrolls report boosts dollar, equities, bond yields",,
reuters,Exclusive: China regulators plan to crack down further on overseas deals,,
reuters,Wells Fargo to pay U.S. $108 million over veterans' loans,,
reuters,Yelp shares soar with Grubhub sale,,
reuters,U.S. July employment report in four charts,,
reuters,Airbus deliveries remain hampered by engine delays,,
reuters,Volkswagen executive pleads guilty in U.S. emissions cheating case,,
reuters,U.S. judge dismisses lawsuit over Buffett's See's 'kosher' chocolate,,
reuters,BMW reassured top staff about cartel allegations: sources,,
reuters,OCC may penalize Wells Fargo over improper auto insurance charges: WSJ,,
reuters,"Clariant, Huntsman investor backs merger, fears fight is a distraction",,
reuters,N.Y. Fed lifts U.S. third-quarter GDP growth view near 2 percent,,
reuters,"RBS makes first-half profit, may move some jobs to Amsterdam",,
reuters,Standard Chartered expects Brexit relocation will cost $20 million,,
reuters,Munich prosecutors escalate Audi probe to board level,,
reuters,Mazda could expand alliance with Toyota: executive,,
reuters,VW to offer incentives soon for diesel owners to adopt cleaner models,,
reuters,Global refiners brace themselves as China cements its oil market dominance,,
reuters,"Nothing cold about sub-zero rates, IMF researchers find",,
reuters,Critics of Wisconsin's proposed Foxconn plant voice concerns,,
reuters,Volvo Cars to share engine technology and more with parent Geely: sources,,
reuters,Japan trade minister welcomes cooperation between Toyota and Mazda,,
reuters,Toyota lifts profit outlook on weaker yen prospects,,
reuters,RBS plans to make Amsterdam its EU base after Brexit,,
reuters,Exclusive: Exxon mulls Beaumont refinery crude unit addition,,
reuters,Toyota to build $1.6 billion U.S. plant with rival Mazda: source,,
reuters,Mazda to issue new shares for Toyota to take stake: Nikkei,,
reuters,Toyota to take 5 percent stake in Mazda: Nikkei,,
reuters,Raytheon wins end to whistleblower's $1 billion satellite lawsuit,,
reuters,"Wal-Mart, Walgreens, CVS turn up the heat on generic drugmaker deals",,
reuters,"Viacom sees weak affiliate sales, shares plummet",,
reuters,"U.S. businesses fear Trump mishandling of China IP, trade probe",,
reuters,U.S. shale oil producers cannot shake impulse to keep pumping,,
reuters,Australia's Commonwealth Bank accused of massive money-laundering breaches,,
reuters,"Rising losses, investor pressure push Avon CEO Sheri McCoy to quit",,
reuters,"Dow hits record high as Amazon, Apple pull down S&P 500",,
reuters,Health insurer Aetna profit rises as Obamacare business shrinks,,
reuters,"Stocks slip as Wall Street eases, dovish BoE hits sterling",,
reuters,Dish misses profit expectations but limits subscriber losses,,
reuters,MetLife sees charges of $1 billion in third quarter; shares down,,
reuters,Bats takes a swing at NYSE and Nasdaq in closing auctions spat,,
reuters,FedEx will not charge extra for most holiday home deliveries,,
reuters,U.S. labor market tightening; services sector growth slowing,,
reuters,Atlanta Fed estimates U.S. third-quarter GDP growing at 4.0 percent,,
reuters,Pratt & Whitney tells India will resolve engine issues by September: official,,
reuters,Exclusive: Goldman Sachs buys into Aramco $10 billion loan as it seeks IPO role - sources,,
reuters,EU sends charge sheet to Visa over inter-regional fees,,
reuters,Yum Brands comp sales miss as Pizza Hut continues to struggle,,
reuters,U.S. planned layoffs fall; hiring picks up in July: Challenger,,
reuters,"Honda posts strong first quarter, sees higher annual profit on favorable forex",,
reuters,Teva to proceed with Rimsa breach of contract suit after ruling,,
reuters,"Dow pole vaults 22,000, but beware the landing",,
reuters,HK's BOC Aviation to buy 10 Boeing aircraft for $1.25 billion,,
reuters,Auto workers' union rolls the dice at Nissan's Mississippi plant,,
reuters,U.S. court puts MetLife 'too big to fail' case on indefinite pause,,
reuters,Exclusive: N.Y. regulator subpoenas Wells Fargo over unwanted auto insurance,,
reuters,"Dow cracks 22,000, Apple hits record high",,
reuters,"Factbox: Dow crosses 22,000 mark: facts & figures",,
reuters,MetLife beats profit estimates on strong underwriting,,
reuters,Outsider replaces long-time CEO at Oreo cookie maker Mondelez,,
reuters,U.S. retail REITs cannot find upside despite strong numbers,,
reuters,Pay TV channel Starz criticizes AT&T plan to buy Time Warner,,
reuters,"Dow closes above 22,000 for first time; dollar soft",,
reuters,'Wonder Woman' helps Time Warner beat estimates as ad sales dip,,
reuters,Oil prices rise amid record U.S. gasoline demand,,
reuters,Exclusive: Hasbro ends talks to buy Lions Gate Entertainment - sources,,
reuters,Exclusive: Sanctions gap lets Western firms tap Russian frontier oil,,
reuters,Qatar Airways reverses decision to buy into American Airlines,,
reuters,Perks? No! U.S. flyers prefer the cheap seats: Reuters/Ipsos poll,,
reuters,Exclusive: Blackstone in talks to sell stake in camera maker Leica - sources,,
reuters,U.S. bosses throw weight behind new drive to court India,,
reuters,Express Scripts wins dismissal of lawsuit over Anthem ties,,
reuters,Burger King drives Restaurant Brands' profit beat,,
reuters,Exclusive: Venezuelan oil supply to Phillips 66 falls amid quality issues,,
reuters,Israeli taxman seeks $45 million from Coca Cola over royalties: report,,
reuters,Austria investigating two companies related to VW scandal,,
reuters,"CME sees dollars in data sales, but struggles to grow",,
reuters,Veiled marketing: Anti-smoking groups slam Indonesia's Big Tobacco,,
reuters,Sponsors may be tempted by Olympics return to Los Angeles,,
reuters,U.S. auto sales fall in July as carmakers slash rental fleet sales,,
reuters,Canada's July auto sales up 4.9 percent as sales decline in U.S.,,
reuters,Activists attack Wisconsin's Foxconn deal as harmful to wetlands,,
reuters,"Dow ascends to record high and nears 22,000",,
reuters,"U.S. spending, factory data point to moderate economic growth",,
reuters,Stocks climb on global growth; dollar bounces from 15-month low,,
reuters,CSX chief executive attributes service disruptions to employee push-back,,
reuters,U.S. vehicle sales in July fall to annual rate of 16.7 million,,
reuters,"Investor Einhorn sees cash burn at Tesla, sticks with short bet",,
reuters,Bayer offers concessions to EU Commission for Monsanto deal,,
reuters,Discovery gains female advertising audience with Scripps deal,,
reuters,European oil majors seek to harness U.S. offshore wind,,
reuters,Goldman CFO Chavez: Bond trading conditions not improved since second quarter,,
reuters,Pfizer delays major M&A as it awaits U.S. tax reform clarity,,
reuters,"P&G hits back at Peltz, says investor not entitled to board seat",,
reuters,Brazil regulator approves Mosaic purchase of Vale fertilizer unit,,
reuters,Thomson Reuters' second-quarter profit tops estimates,,
reuters,Factbox: European participation in U.S. offshore wind leases,,
reuters,EU anti-fraud office send Volkswagen probe findings to German prosecutors,,
reuters,The energy patch: where rights offerings are 'sexy' again,,
reuters,Caterpillar CFO Brad Halverson to retire in early 2018,,
reuters,Britain investigates British American Tobacco for corruption,,
reuters,Abu Dhabi gives new deadline as 1MDB misses $600 million payment,,
reuters,Tesla drops after Musk warns of 'manufacturing hell',,
reuters,"Tesla workers ask for employee safety plan, clarity on pay",,
reuters,PSA moves swiftly to stamp authority on Opel/Vauxhall,,
reuters,Deutsche Bank seals deal with Land Securities for new London HQ,,
reuters,Embattled trader Noble Group pays $40 million bond coupon: market sources,,
reuters,"Boeing takes aim at its avionics suppliers, sending stocks down",,
reuters,"Oil at two-month high, ends above $50 a barrel",,
reuters,Dow hits record high while tech retreats,,
reuters,Icahn's biofuel bet faces significant headwinds,,
reuters,Lawsuit says Wells Fargo auto insurance charges were a fraud,,
reuters,"Europe, tech keeps stocks in check; U.S. dollar softens",,
reuters,Discovery aims for content clout with Scripps Network bid,,
reuters,Lack of value fund interest could be another bad omen for Chipotle,,
reuters,"Wal-Mart shuffles U.S. leadership teams in food, merchandising",,
reuters,Activist investor threatens proxy war at Hudson's Bay,,
reuters,U.S. pending home sales rise; Midwest factory activity slows,,
reuters,Clariant hires Goldman to fend off activist opposed to Huntsman merger,,
reuters,"Boeing expects India to order up to 2,100 aircraft over 20 years",,
reuters,Buyback and profit rise show progress as HSBC looks east,,
reuters,Hot and cold: Euro zone grows but inflation slows,,
reuters,Shell plans 400 job cuts at Dutch projects and technology department,,
reuters,"Ford CEO Hackett reviewing future products, plants, countries: sources",,
reuters,Sprint seeks alternatives to a merger with T-Mobile: sources,,
reuters,Exclusive: MSCI warns Chinese companies about suspending trading of shares,,
reuters,Audi targets 10 billion euros in cost cuts to fund electric-car push: sources,,
reuters,"VW sale of Ducati, Renk units lacks board support",,
reuters,Facebook's Sandberg calls for new policies to boost women's pay,,
reuters,Daimler finance arm expects record year after first-half gains,,
reuters,Wells Fargo cuts 69 executive jobs: spokesman,,
reuters,Benetton family in shortlist to buy Ducati: source,,
reuters,Ford to repair U.S. police vehicles after carbon monoxide concerns,,
reuters,Chip stocks show signs of slowing with more earnings on tap,,
reuters,Wells Fargo faces angry questions after new sales abuses uncovered,,
reuters,S&P 500 dented by earnings; Dow hits record high,,
reuters,AT&T executives to run combined company after Time Warner deal,,
reuters,Lockheed Martin given $3.7 billion interim payment for 50 F-35s: Pentagon,,
reuters,"Exxon Mobil profit disappoints Wall Street, Chevron shines",,
reuters,Starbucks shares tumble on fears of slowing U.S. growth,,
reuters,Stocks edge lower as some earnings disappoint; oil rises,,
reuters,Walmart Chile workers vote to go on strike,,
reuters,Oil hits two-month high in strongest week of the year,,
reuters,"U.S. economy speeds up in second quarter, wages continue to lag",,
reuters,Fed's balance sheet not boosting U.S. economy much: Kashkari,,
reuters,Banks must face interest rate swap class action: U.S. judge,,
reuters,Wells scandals show rolling back financial reforms dangerous: Democratic senator,,
reuters,Chevron swings to quarterly profit as costs drop,,
reuters,New York City Comptroller Stringer calls for new chairman at Wells Fargo,,
reuters,"AbbVie to remain cautious on drug pricing, shares fall",,
reuters,"Merck says cyber attack halted production, will hurt profits",,
reuters,"Exxon profit nearly doubles, but falls short of expectations",,
reuters,"At 'bare bones' Noble Group, staff exits and debt pose more risks",,
reuters,Audi faces biggest management reshuffle in years: sources,,
reuters,Airlines' Atlantic pact guards against budget rivals and Brexit,,
reuters,Deutsche Boerse's Kengeter in close contact with LSE in run-up to merger talks: Der Spiegel,,
reuters,Kors needs to buckle down for Jimmy Choo deal to shine,,
reuters,Canada's Imperial Oil posts unexpected second-quarter loss,,
reuters,"American Airlines revenue, adjusted profit beats forecasts",,
reuters,2015 economic growth strongest since 2005,,
reuters,JPMorgan plans cost cuts in Sapphire Reserve card unit: WSJ,,
reuters,U.S. labor cost growth slows in second quarter,,
reuters,"U.S. coal exports soar, in boost to Trump energy agenda, data shows",,
reuters,Value of U.S. deals in China sinks on rising trade tensions,,
reuters,"Dividends a worry at drugmakers Astra, GSK after dramatic week",,
reuters,Apollo raises $24.6 billion for largest private equity fund ever,,
reuters,Starbucks puts spotlight on China as U.S. growth cools,,
reuters,"In Puerto Rico bankruptcy, mutual funds compete with themselves",,
reuters,Wells Fargo to refund $80 million to customers hit by car loan insurance,,
reuters,California gives Volkswagen green light for clean vehicle infrastructure plan,,
reuters,Oil rises with gasoline futures to highest since May,,
reuters,Toshiba reaches $2.2 billion deal over SCANA's South Carolina nuclear project,,
reuters,Why record U.S. oil exports are poised for even more growth,,
reuters,U.S. likely to approve Fiat Chrysler's 2017 diesels: sources,,
reuters,Starbucks says coffee needs 70 percent locked in for FY2018: CFO,,
reuters,S&P 500 declines with transports; oil extends recent rally,,
reuters,Wisconsin governor defends $3 billion deal for Foxconn plant,,
reuters,"Tech, transports drag on Wall Street; Dow hits record",,
reuters,Verizon in talks to buy WideOpenWest's Chicago network: sources,,
reuters,Gundlach's DoubleLine purchased five-month put options on S&P 500,,
reuters,"Booming stocks and credit, falling U.S. dollar seen giving Fed cover to hike",,
reuters,"Chemical giants see growth in green, clean tech",,
reuters,Exclusive: Nordstrom family offers preferential terms to clinch buyout partner - sources,,
reuters,ConocoPhillips trims capex after posting quarterly loss,,
reuters,'High Times' ready to roll with public offering,,
reuters,"U.S. regulators approve fix for 326,000 VW diesels",,
reuters,"Wells Fargo moves more auto staff to central hubs, eyes rebranding: memo",,
reuters,Europe seeks to set global trade rules after Trump steps back,,
reuters,"U.S. durable goods, trade data boost second-quarter growth estimate",,
reuters,Goldman launches new online lending strategy for mass affluent,,
reuters,Wells Fargo sues insurance unit bidder over executives poaching,,
reuters,Exclusive: Saudi Aramco advisers favor London for historic IPO - sources,,
reuters,Price hikes power Dow's results ahead of DuPont merger,,
reuters,Deutsche Bank expects lower 2017 revenue after mixed second quarter,,
reuters,Deutsche Bank managers waive $45 million in bonus payments,,
reuters,VW raises sales goal as recovery gathers pace,,
reuters,Atlanta Fed raises U.S. second-quarter GDP growth estimate to 2.8 percent,,
reuters,Citigroup to move part of private banking to Madrid due to Brexit: source,,
reuters,"Round Two: Elliott Advisors, Akzo Nobel face off in Dutch court",,
reuters,Jobless claims rise from three-month low,,
reuters,Starbucks to buy remaining stake in East China JV for $1.3 billion,,
reuters,Deutsche Bank asset management IPO unlikely in 2017: CEO,,
reuters,"Comcast results top estimates on film, theme parks growth",,
reuters,VW to offer to refit 4 million diesel cars: CEO,,
reuters,Europe's oil giants recover from three-year slump,,
reuters,"Nissan sees benefit from Europe's shift away from petrol, diesel",,
reuters,Deutsche Bank to recover $47 million in bonuses from former executives: sources,,
reuters,McDonald's swift to respond in China after moldy ice cream maker pictures go viral in U.S.,,
reuters,Exclusive: Discovery in the lead to acquire Scripps Networks - sources,,
reuters,"Fed holds rates steady, expects portfolio cuts 'relatively soon'",,
reuters,Wall Street zeroes in on September for start of Fed balance sheet wind-down: Reuters poll,,
reuters,"Wall Street mints records after Fed, strong earnings",,
reuters,"Dollar falls, U.S. bond prices rise as Fed tone mildly dovish",,
reuters,Deutsche Bank nears deal on bonuses paid to former managers: source,,
reuters,Whole Foods profit down as same-store sales declines persists,,
reuters,Volkswagen says cooperation with rivals is common industry practice,,
reuters,Oil jumps to near eight-week high after big draw in U.S. crude stocks,,
reuters,"AT&T shares surge more than 4 percent, low churn helps",,
reuters,Exclusive: Viacom willing to make an all-cash deal to buy Scripps Networks - sources,,
reuters,Ford results foreshadow tougher times for Detroit automakers,,
reuters,U.S. defense companies lift forecasts amid growing security concerns,,
reuters,Instant View: Fed holds rates steady; sees balance sheet normalization starting 'relatively soon',,
reuters,Coca-Cola to sell Coke Zero Sugar in U.S.; profit beats,,
reuters,Chipotle served another subpoena after latest food scare,,
reuters,Traders pare bets on December Fed rate hike,,
reuters,Boeing shares make biggest gain since 2009 on second-quarter profit,,
reuters,"U.S. new home sales rise in June, but trend softening",,
reuters,D.R. Horton posts slowest order growth in three quarters,,
reuters,Wal-Mart proposes policy actions to boost U.S. manufacturing,,
reuters,"Hyundai Motor profit slumps, warns China, U.S. sales malaise to persist",,
reuters,Elliott says Akzo Nobel 'flouting' basic shareholder rights,,
reuters,Hilton's profit beats; raises earnings forecast again,,
reuters,Accorhotels beefs up luxury rental 'onefinestay' brand to fight Airbnb,,
reuters,Exclusive: Banks dealing EU sovereign debt may be dragged out of London,,
reuters,Life after debt? Macquarie's junk lending unit sputters,,
reuters,Australian watchdog takes Ford local unit to court over transmission complaints,,
reuters,Express Scripts says any new Anthem contract would be unfavorable,,
reuters,Chipotle links sick worker to latest Norovirus outbreak,,
reuters,GM promises to cut high inventory as profit beats expectations,,
reuters,"Earnings, bank shares propel S&P 500 to record high",,
reuters,"AT&T's quarterly profit tops Wall Street estimates, shares rise",,
reuters,Citigroup sets new focus on growth at first investor day since crisis,,
reuters,"Apple CEO promised to build 3 'big' plants in U.S., Trump tells WSJ",,
reuters,"Upbeat earnings push S&P 500 to record; oil, copper jump",,
reuters,Oil rallies 3 percent as U.S. shale shows signs of slowdown,,
reuters,Geek fight! Musk says Zuckerberg naive about killer robots,,
reuters,BMW halts project talks after Daimler blew whistle: Sueddeutsche,,
reuters,"Custom burgers, $1 drinks boost McDonald's sales; shares jump",,
reuters,Activist investor Sandell presses for Barnes & Noble sale: WSJ,,
reuters,Activist investor urges sale of Barnes & Noble,,
reuters,VW executive charged in U.S. emissions probe to plead guilty: court,,
reuters,Jobs lift U.S. consumer confidence to near 16-year high,,
reuters,Prospect of Trump tariff casts pall over U.S. solar industry,,
reuters,"Caterpillar bulldozes expectations, raises 2017 forecast again",,
reuters,Daimler board to discuss alleged German auto cartel: sources,,
reuters,"After strong quarter, Biogen rolls out growth strategy",,
reuters,Domino's Pizza's slowing UK sales growth sends shares tumbling,,
reuters,Volatility plunge sends VIX index to 23-year low,,
reuters,Michael Kors to buy luxury shoemaker Jimmy Choo for $1.2 billion,,
reuters,"Domino's international sales miss estimates, shares slide",,
reuters,"Toshiba board to meet Wednesday, weigh offers for chip unit: source",,
reuters,Strength in farm business powers DuPont's results beat,,
reuters,Norwegian Air under pressure to boost finances,,
reuters,U.S. home prices for May rise slower than expected,,
reuters,"Brushing off bank worries, HNA taps Goldman for unit Pactera's IPO: sources",,
reuters,Exclusive: Goldman Sachs retreats from ETF lead market making,,
reuters,VW chief raps Porsche labor boss in Heilbronner Stimme interview,,
reuters,'Pharma bro' Shkreli says he will not testify in securities fraud trial,,
reuters,China's debt specter could haunt Fed's policy meetings,,
reuters,VW diesel cars lacking refit will lose their registration: magazine,,
reuters,"After $50 billion deal spree, China's HNA moves to clear ownership concerns",,
reuters,"KKR has eye on health with WebMD, Nature's Bounty deals",,
reuters,"U.S. dollar, bond yields rise, with focus on Fed",,
reuters,"Nasdaq, tech shine as earnings pick up; Dow, S&P lag",,
reuters,"Analysts cut Chipotle stock target, question menu price hikes",,
reuters,Blue Apron shares surge on Wall Street's upbeat outlook,,
reuters,Oil rises 1 percent after Saudi vows to cap crude exports next month,,
reuters,France ready to negotiate with Google on back taxes: minister,,
reuters,VW calls crisis meeting to discuss EU cartel probe: source,,
reuters,Halliburton sees North America customers 'tapping the brakes',,
reuters,"GE shares fall as profit slumps, investors await new CEO's targets",,
reuters,"Honeywell beats profit estimates, lifts full-year forecasts",,
reuters,"After false dawn, Big Oil to double down on cost cuts",,
reuters,U.S. home sales stumble as prices hit record high,,
reuters,Campaign group Avaaz calls on EU to block Bayer's Monsanto deal,,
