Proverbs,An Open Door May Tempt A Saint
Proverbs,An Ounce Of Discretion Is Worth A Pound Of Learning
Proverbs,"An Ox Is Taken By The Horns, And A Man By The Tongue"
Proverbs,An Unfortunate Man Would Be Drowned In A Teacup
Proverbs,Anger And Haste Hinder Good Counsel
Proverbs,Any Port In A Storm
Proverbs,Appearances Are Deceitful
Proverbs,Appetite Comes With Eating
Proverbs,As Drunk As A Lord
Proverbs,As Innocent As A Babe Unborn
Proverbs,As Like As An Apple To An Oyster
Proverbs,As Like As Two Peas
Proverbs,As Old As The Hills
Proverbs,As Plain As The Nose On A Man's Face
Proverbs,As Plain As Two And Two Make Four
Proverbs,As Snug As A Bug In A Rug 
Proverbs,As Sure As Eggs Is Eggs
Proverbs,"As The Call, So The Echo"
Proverbs,"As The Fool Thinks, So The Bell Clinks"
Proverbs,"As The Old Cock Crows, So Does The Young"
Proverbs,"As The Tree Falls, So Shall It Lie"
Proverbs,"As The Tree, So The Fruit"
Proverbs,As Welcome As Flowers In May
Proverbs,As Welcome As Water In One's Shoes
Proverbs,As Well Be Hanged For A Sheep As For A Lamb
Proverbs,"As You Brew, So Must You Drink"
Proverbs,"As You Make Your Bed, So Must You Lie On It"
Proverbs,"As You Sow, So Shall You Reap"
Proverbs,Ask No Questions And You Will Be Told No Lies
Proverbs,At The Ends Of The Earth
Proverbs,Bacchus Has Drowned More Men Than Neptune 
Proverbs,Bad News Has Wings
Proverbs,Barking Does Seldom Bite
Proverbs,Be Slow To Promise And Quick To Perform
Proverbs,"Be Swift To Hear, Slow To Speak"
Proverbs,Beauty Is But Skin-Deep
Proverbs,Beauty Lies In Lover's Eyes
Proverbs,Before One Can Say Jack Robinson
Proverbs,Before You Make A Friend Eat A Bushel Of Salt With Him
Proverbs,Beggars Cannot Be Choosers
Proverbs,Believe Not All That You See Nor Half What You Hear
Proverbs,Best Defence Is Offence
Proverbs,Better A Glorious Death Than A Shameful Life
Proverbs,Better A Lean Peace Than A Fat Victory
Proverbs,"Better A Little Fire To Warm Us, Than A Great One To Burn Us"
Proverbs,Better An Egg Today Than A Hen Tomorrow
Proverbs,Better An Open Enemy Than A False Friend
Proverbs,Better Be Alone Than In Bad Company
Proverbs,Better Be Born Lucky Than Rich
Proverbs,Better Be Envied Than Pitied
Proverbs,Better Be The Head Of A Dog Than The Tail Of A Lion
Proverbs,Better Deny At Once Than Promise Long
Proverbs,Better Die Standing Than Live Kneeling
Proverbs,Better Early Than Late
Proverbs,Better Give A Shilling Than Lend A Half-Crown
Proverbs,Better Go To Bed Supperless Than Rise In Debt
Proverbs,Better Late Than Never
Proverbs,Better Lose A Jest Than A Friend
Proverbs,Better One-Eyed Than Stone-Blind
Proverbs,Better The Devil You Know Than The Devil You Don't
Proverbs,Better The Foot Slip Than The Tongue
Proverbs,Better To Do Well Than To Say Well
Proverbs,"Better To Reign In Hell, Than Serve In Heaven"
Proverbs,Better Unborn Than Untaught
Proverbs,Better Untaught Than Ill-Taught
Proverbs,Between The Cup And The Lip A Morsel May Slip
Proverbs,Between The Devil And The Deep (Blue) Sea
Proverbs,Between Two Evils 'Tis Not Worth Choosing
Proverbs,Between Two Stools One Goes (Falls) To The Ground
Proverbs,Between The Upper And Nether Millstone
Proverbs,Betwixt And Between
Proverbs,Beware Of A Silent Dog And Still Water
Proverbs,Bind The Sack Before It Be Full
Proverbs,Birds Of A Feather Flock Together
Proverbs,Blind Men Can Judge No Colours
Proverbs,Blood Is Thicker Than Water
Proverbs,Borrowed Garments Never Fit Well
Proverbs,Brevity Is The Soul Of Wit
Proverbs,Burn Not Your House To Rid It Of The Mouse
Proverbs,Business Before Pleasure
Proverbs,By Doing Nothing We Learn To Do Ill
Proverbs,By Hook Or By Crook
Proverbs,By The Street Of 'By-And-Bye' One Arrives At The House Of 'Never'
Proverbs,Calamity Is Man's True Touchstone
Proverbs,Care Killed The Cat
Proverbs,Catch The Bear Before You Sell His Skin
Proverbs,Caution Is The Parent Of Safety
Proverbs,Charity Begins At Home
Proverbs,Cheapest Is The Dearest
Proverbs,Cheek Brings Success
Proverbs,Children And Fools Must Not Play With Edged Tools
Proverbs,Children Are Poor Men's Riches
Proverbs,Choose An Author As You Choose A Friend
Proverbs,"Christmas Comes But Once A Year, (But When It Comes It Brings Good Cheer)"
Proverbs,Circumstances Alter Cases
Proverbs,"Claw Me, And I Will Claw Thee"
Proverbs,Cleanliness Is Next To Godliness
Proverbs,Company In Distress Makes Trouble Less
Proverbs,Confession Is The First Step To Repentance
Proverbs,Counsel Is No Command
Proverbs,Creditors Have Better Memories Than Debtors
Proverbs,Cross The Stream Where It Is Shallowest
Proverbs,Crows Do Not Pick Crow's Eyes
Proverbs,Curiosity Killed A Cat
Proverbs,Curses Like Chickens Come Home To Roost
Proverbs,Custom Is A Second Nature
Proverbs,Custom Is The Plague Of Wise Men And The Idol Of Fools
Proverbs,Cut Your Coat According To Your Cloth
Proverbs,Death Is The Grand Leveller
Proverbs,Death Pays All Debts
Proverbs,Death When It Comes Will Have No Denial
Proverbs,Debt Is The Worst Poverty
Proverbs,"Deeds, Not Words"
Proverbs,Delays Are Dangerous
Proverbs,Desperate Diseases Must Have Desperate Remedies
Proverbs,Diligence Is The Mother Of Success (Good Luck)
Proverbs,Diseases Are The Interests Of Pleasures
Proverbs,Divide And Rule
Proverbs,Do As You Would Be Done By
Proverbs,Dog Does Not Eat Dog
Proverbs,Dog Eats Dog
Proverbs,Dogs That Put Up Many Hares Kill None
Proverbs,Doing Is Better Than Saying
Proverbs,Don't Count Your Chickens Before They Are Hatched
Proverbs,Don't Cross The Bridges Before You Come To Them
Proverbs,Don't Have Thy Cloak To Make When It Begins To Rain
Proverbs,Don't Keep A Dog And Bark Yourself
Proverbs,Don't Look A Gift Horse In The Mouth
Proverbs,Don't Put All Your Eggs In One Basket
Proverbs,Don't Sell The Bear's Skin Before You've Caught It
Proverbs,Don't Trouble Trouble Until Trouble Troubles You
Proverbs,Don't Whistle (Halloo) Until You Are Out Of The Wood
Proverbs,Dot Your I's And Cross Your T's
Proverbs,Draw Not Your Bow Till Your Arrow Is Fixed
Proverbs,Drive The Nail That Will Go
Proverbs,Drunken Days Have All Their Tomorrow
Proverbs,Drunkenness Reveals What Soberness Conceals
Proverbs,Dumb Dogs Are Dangerous
Proverbs,Each Bird Loves To Hear Himself Sing
Proverbs,"Early To Bed And Early To Rise Makes A Man Healthy, Wealthy And Wise"
Proverbs,Easier Said Than Done
Proverbs,East Or West ? Home Is Best
Proverbs,"Easy Come, Easy Go"
Proverbs,"Eat At Pleasure, Drink With Measure"
Proverbs,Empty Vessels Make The Greatest (The Most) Sound
Proverbs,Enough Is As Good As A Feast
Proverbs,Envy Shoots At Others And Wounds Herself
Proverbs,Even Reckoning Makes Long Friends
Proverbs,Every Ass Loves To Hear Himself Bray
Proverbs,Every Barber Knows That
Proverbs,Every Bean Has Its Black
Proverbs,Every Bird Likes Its Own Nest
Proverbs,Every Bullet Has Its Billet
Proverbs,Every Country Has Its Customs
Proverbs,Every Dark Cloud Has A Silver Lining
Proverbs,Every Day Is Not Sunday
Proverbs,Every Dog Has His Day
Proverbs,Every Dog Is A Lion At Home
Proverbs,Every Dog Is Valiant At His Own Door
Proverbs,Every Jack Has His Jill
Proverbs,Every Man Has A Fool In His Sleeve
Proverbs,Every Man Has His Faults
Proverbs,Every Man Has His Hobby-Horse
Proverbs,Every Man Is The Architect Of His Own Fortunes
Proverbs,Every Man To His Taste
Proverbs,Every Miller Draws Water To His Own Mill
Proverbs,Every Mother Thinks Her Own Gosling A Swan
Proverbs,Every One's Faults Are Not Written In Their Foreheads
Proverbs,Every Tub Must Stand On Its Own Bottom
Proverbs,"Every White Has Its Black, And Every Sweet Its Sour"
Proverbs,Every Why Has A Wherefore
Proverbs,Everybody's Business Is Nobody's Business
Proverbs,Everything Comes To Him Who Waits
Proverbs,Everything Is Good In Its Season
Proverbs,Evil Communications Corrupt Good Manners
Proverbs,Experience Is The Mother Of Wisdom
Proverbs,"Experience Keeps A Dear School, But Fools Learn In No Other"
Proverbs,"Experience Keeps No School, She Teaches Her Pupils Singly"
Proverbs,Extremes Meet
Proverbs,Facts Are Stubborn Things
Proverbs,Faint Heart Never Won Fair Lady
Proverbs,"Fair Without, Foul (False) Within"
Proverbs,Fair Words Break No Bones
Proverbs,False Friends Are Worse Than Open Enemies
Proverbs,Familiarity Breeds Contempt
Proverbs,"Far From Eye, Far From Heart"
Proverbs,Fasting Comes After Feasting
Proverbs,Faults Are Thick Where Love Is Thin
Proverbs,Feast Today And Fast Tomorrow
Proverbs,Fine Feathers Make Fine Birds
Proverbs,Fine Words Butter No Parsnips
Proverbs,First Catch Your Hare
Proverbs,"First Come, First Served"
Proverbs,First Deserve And Then Desire
Proverbs,"First Think, Then Speak"
Proverbs,Fish And Company Stink In Three Days
Proverbs,Fish Begins To Stink At The Head
Proverbs,Follow The River And You'll Get To The Sea
Proverbs,Fool's Haste Is No Speed
Proverbs,Fools And Madmen Speak The Truth
Proverbs,Fools Grow Without Watering
Proverbs,Fools May Sometimes Speak To The Purpose
Proverbs,Fools Never Know When They Are Well
Proverbs,Fools Rush In Where Angels Fear To Tread
Proverbs,For The Love Of The Game
Proverbs,Forbearance Is No Acquittance
Proverbs,Forbidden Fruit Is Sweet
Proverbs,Forewarned Is Forearmed
Proverbs,Fortune Favours The Brave (The Bold)
Proverbs,"Fortune Is Easily Found, But Hard To Be Kept"
Proverbs,Four Eyes See More (Better) Than Two
Proverbs,Friends Are Thieves Of Time
Proverbs,From Bad To Worse
Proverbs,From Pillar To Post
Proverbs,Gentility Without Ability Is Worse Than Plain Beggary
Proverbs,"Get A Name To Rise Early, And You May Lie All Day"
Proverbs,Gifts From Enemies Are Dangerous
Proverbs,"Give A Fool Rope Enough, And He Will Hang Himself"
Proverbs,"Give Every Man Thy Ear, But Few Thy Voice"
Proverbs,Give Him An Inch And He'll Take An Ell
Proverbs,Give Never The Wolf The Wether To Keep
Proverbs,Gluttony Kills More Men Than The Sword
Proverbs,Go To Bed With The Lamb And Rise With The Lark
Proverbs,Good Clothes Open All Doors
Proverbs,Good Counsel Does No Harm
Proverbs,Good Health Is Above Wealth
Proverbs,Good Masters Make Good Servants
Proverbs,Good Words And No Deeds
Proverbs,Good Words Without Deeds Are Rushes And Reeds
Proverbs,Gossiping And Lying Go Hand In Hand
Proverbs,"Grasp All, Lose All"
Proverbs,Great Barkers Are No Biters
Proverbs,"Great Boast, Small Roast"
Proverbs,Great Cry And Little Wool
Proverbs,Great Spenders Are Bad Lenders
Proverbs,Great Talkers Are Great Liars
Proverbs,Great Talkers Are Little Doers
Proverbs,Greedy Folk Have Long Arms
Proverbs,Habit Cures Habit
Proverbs,Half A Loaf Is Better Than No Bread
Proverbs,"Hamlet"" Without The Prince Of Denmark """
Proverbs,Handsome Is That Handsome Does
Proverbs,Happiness Takes No Account Of Time
Proverbs,Happy Is He That Is Happy In His Children
Proverbs,Hard Words Break No Bones
Proverbs,Hares May Pull Dead Lions By The Beard
Proverbs,"Harm Watch, Harm Catch"
Proverbs,Haste Makes Waste
Proverbs,Hasty Climbers Have Sudden Falls
Proverbs,Hate Not At The First Harm
Proverbs,"Hatred Is Blind, As Well As Love"
Proverbs,Hawks Will Not Pick Hawks' Eyes
Proverbs,He Begins To Die That Quits His Desires
Proverbs,He Cannot Speak Well That Cannot Hold His Tongue
Proverbs,He Carries Fire In One Hand And Water In The Other
Proverbs,He Dances Well To Whom Fortune Pipes
Proverbs,He Gives Twice Who Gives In A Trice
Proverbs,He Goes Long Barefoot That Waits For Dead Man's Shoes
Proverbs,He Is A Fool That Forgets Himself
Proverbs,He Is A Good Friend That Speaks Well Of Us Behind Our Backs
Proverbs,He Is Happy That Thinks Himself So
Proverbs,He Is Lifeless That Is Faultless
Proverbs,He Is Not Fit To Command Others That Cannot Command Himself
Proverbs,He Is Not Laughed At That Laughs At Himself First
Proverbs,"He Is Not Poor That Has Little, But He That Desires Much"
Proverbs,He Jests At Scars That Never Felt A Wound
Proverbs,He Knows Best What Good Is That Has Endured Evil
Proverbs,He Knows How Many Beans Make Five
Proverbs,He Knows Much Who Knows How To Hold His Tongue
Proverbs,He Laughs Best Who Laughs Last
Proverbs,He Lives Long That Lives Well
Proverbs,He Must Needs Swim That Is Held Up By The Chin
Proverbs,He Should Have A Long Spoon That Sups With The Devil
Proverbs,He Smells Best That Smells Of Nothing
Proverbs,He That Comes First To The Hill May Sit Where He Will
Proverbs,He That Commits A Fault Thinks Everyone Speaks Of It
Proverbs,He That Does You An I!I Turn Will Never Forgive You
Proverbs,He That Fears Every Bush Must Never Go A-Birding
Proverbs,He That Fears You Present Wiil Hate You Absent
Proverbs,"He That Goes A Borrowing, Goes A Sorrowing"
Proverbs,He That Goes Barefoot Must Not Plant Thorns
Proverbs,He That Has A Full Purse Never Wanted A Friend
Proverbs,He That Has A Great Nose Thinks Everybody Is Speaking Of It
Proverbs,He That Has An Ill Name Is Half Hanged
Proverbs,He That Has No Children Knows Not What Love Is
Proverbs,He That Has He Head Needs No Hat
Proverbs,He That Has No Money Needs No Purse
Proverbs,He That Is Born To Be Hanged Shall Never Be Drowned
Proverbs,He That Is Full Of Himself Is Very Empty
Proverbs,He That Is Ill To Himself Will Be Good To Nobody
Proverbs,He That Is Warm Thinks All So
Proverbs,He That Knows Nothing Doubts Nothing
Proverbs,He That Lies Down With Dogs Must Rise Up With Fleas
Proverbs,He That Lives With Cripples Learns To Limp
Proverbs,"He That Mischief Hatches, Mischief Catches"
Proverbs,He That Never Climbed Never Fell
Proverbs,He That Once Deceives Is Ever Suspected
Proverbs,He That Promises Too Much Means Nothing
Proverbs,He That Respects Not Is Not Respected
Proverbs,He That Seeks Trouble Never Misses
Proverbs,He That Serves Everybody Is Paid By Nobody
Proverbs,He That Serves God For Money Will Serve The Devil For Better Wages
Proverbs,He That Spares The Bad Injures The Good
Proverbs,He That Talks Much Errs Much
Proverbs,He That Talks Much Lies Much
Proverbs,He That Will Eat The Kernel Must Crack The Nut
Proverbs,"He That Will Not When He May, When He Will He Shall Have Nay"
Proverbs,He That Will Steal An Egg Will Steal An Ox
Proverbs,"He That Will Thrive, Must Rise At Five"
Proverbs,He That Would Eat The Fruit Must Climb The Tree
Proverbs,He That Would Have Eggs Must Endure The Cackling Of Hens
Proverbs,He Who Is Born A Fool Is Never Cured
Proverbs,He Who Hesitates Is Lost
Proverbs,He Who Likes Borrowing Dislikes Paying
Proverbs,"He Who Makes No Mistakes, Makes Nothing"
Proverbs,He Who Pleased Everybody Died Before He Was Born
Proverbs,"He Who Says What He Likes, Shall Hear What He Doesn't Like"
Proverbs,He Who Would Catch Fish Must Not Mind Getting Wet
Proverbs,He Who Would Eat The Nut Must First Crack The Shell
Proverbs,He Who Would Search For Pearls Must Dive Below
Proverbs,He Will Never Set The Thames On Fire
Proverbs,He Works Best Who Knows His Trade
Proverbs,Head Cook And Bottle-Washer
Proverbs,Health Is Not Valued Till Sickness Comes
Proverbs,His Money Burns A Hole In His Pocket
Proverbs,Honesty Is The Best Policy
Proverbs,Honey Is Not For The Ass's Mouth
Proverbs,"Honey Is Sweet, But The Bee Stings"
Proverbs,Honour And Profit Lie Not In One Sack
Proverbs,Honours Change Manners
Proverbs,"Hope Is A Good Breakfast, But A Bad Supper"
Proverbs,Hope Is The Poor Man's Bread
Proverbs,Hunger Breaks Stone Walls
Proverbs,Hunger Finds No Fault With Cookery
Proverbs,Hunger Is The Best Sauce
Proverbs,Hungry Bellies Have No Ears
Proverbs,Idle Folks Lack No Excuses
Proverbs,Idleness Is The Mother Of All Evil
Proverbs,Idleness Rusts The Mind
Proverbs,"If An Ass (Donkey) Bray At You, Don't Bray At Him"
Proverbs,If Ifs And Ans Were Pots And Pans..
Proverbs,"If My Aunt Had Been A Man, She'd Have Been My Uncle"
Proverbs,"If The Blind Lead The Blind, Both Shall Fall Into The Ditch"
Proverbs,"If The Sky Falls, We Shall Catch Larks"
Proverbs,"If There Were No Clouds, We Should Not Enjoy The Sun"
Proverbs,If Things Were To Be Done Twice All Would Be Wise
Proverbs,"If We Can't As We Would, We Must Do As We Can"
Proverbs,"If Wishes Were Horses, Beggars Might Ride"
Proverbs,"If You Agree To Carry The Calf, They'll Make You Carry The Cow"
Proverbs,"If You Cannot Bite, Never Show Your Teeth"
Proverbs,"If You Cannot Have The Best, Make The Best Of What You Have"
Proverbs,If You Dance You Must Pay The Fiddler
Proverbs,If You Laugh Before Breakfast You'll Cry Before Supper
Proverbs,"If You Run After Two Hares, You Will Catch Neither"
Proverbs,"If You Sell The Cow, You Sell Her Milk Too"
Proverbs,"If You Throw Mud Enough, Some Of It Will Stick"
Proverbs,If You Try To Please All You Will Please None
Proverbs,"If You Want A Thing Well Done, Do It Yourself"
Proverbs,Ill-Gotten Gains Never Prosper
Proverbs,"Ill-Gotten, Ill-Spent"
Proverbs,In Every Beginning Think Of The End
Proverbs,"In For A Penny, In For A Pound"
Proverbs,In The Country Of The Blind One-Eyed Man Is A King
Proverbs,In The End Things Will Mend
Proverbs,In The Evening One May Praise The Day
Proverbs,Iron Hand (Fist) In A Velvet Glove
Proverbs,It Is A Good Horse That Never Stumbles
Proverbs,It Is A Long Lane That Has No Turning
Proverbs,It Is A Poor Mouse That Has Only One Hole
Proverbs,It Is An Ill Bird That Fouls Its Own Nest
Proverbs,It Is An Ill Wind That Blows Nobody Good
Proverbs,"It Is A Silly Fish, That Is Caught Twice With The Same Bait"
Proverbs,It Is Easy To Swim If Another Hoids Up Your Chin (Head)
Proverbs,It Is Enough To Make A Cat Laugh
Proverbs,It Is Good Fishing In Troubled Waters
Proverbs,It Is Never Too Late To Learn
Proverbs,It Is No Use Crying Over Spilt Milk
Proverbs,It Is The First Step That Costs
Proverbs,It Never Rains But It Pours
Proverbs,It's As Broad As It's Long
Proverbs,It's No Use Pumping A Dry Well
Proverbs,It's One Thing To Flourish And Another To Fight
Proverbs,It Takes All Sorts To Make A World
Proverbs,Jackdaw In Peacock's Feathers
Proverbs,Jest With An Ass And He Will Flap You In The Face With His Tail
Proverbs,Judge Not Of Men And Things At First Sight
Proverbs,"Just As The Twig Is Bent, The Tree Is Inclined"
Proverbs,Keep A Thing Seven Years And You Will Find A Use For It
Proverbs,Keep Your Mouth Shut And Your Ears Open
Proverbs,Keep Your Mouth Shut And Your Eyes Open
Proverbs,"Last, But Not Least"
Proverbs,"Laws Catch Flies, But Let Hornets Go Free"
Proverbs,Learn To Creep Before You Leap
Proverbs,Learn To Say Before You Sing
Proverbs,Learn Wisdom By The Follies Of Others
Proverbs,"Least Said, Soonest Mended"
Proverbs,Leaves Without Figs
Proverbs,Let Bygones Be Bygones
Proverbs,Let Every Man Praise The Bridge He Goes Over
Proverbs,Let Sleeping Dogs Lie
Proverbs,Let Well (Enough) Alone
Proverbs,Liars Need Good Memories
Proverbs,Lies Have Short Legs
Proverbs,Life Is But A Span
Proverbs,Life Is Not A Bed Of Roses
Proverbs,Life Is Not All Cakes And Ale (Beer And Skittles)
Proverbs,Like A Cat On Hot Bricks
Proverbs,Like A Needle In A Haystack
Proverbs,Like Begets Like
Proverbs,Like Cures Like
Proverbs,"Like Father, Like Son"
Proverbs,Like Draws To Like
Proverbs,"Like Master, Like Man"
Proverbs,"Like Mother, Like Daughter"
Proverbs,"Like Parents, Like Children"
Proverbs,"Like Priest, Like People"
Proverbs,"Like Teacher, Like Pupil"
Proverbs,Little Chips Light Great Fires
Proverbs,Little Knowledge Is A Dangerous Thing
Proverbs,Little Pigeons Can Carry Great Messages
Proverbs,Little Pitchers Have Long Ears
Proverbs,Little Strokes Fell Great Oaks
Proverbs,"Little Thieves Are Hanged, But Great Ones Escape"
Proverbs,Little Things Amuse Little Minds
Proverbs,Live And Learn
Proverbs,Live And Let Live
Proverbs,"Live Not To Eat, But Eat To Live"
Proverbs,"Long Absent, Soon Forgotten"
Proverbs,Look Before You Leap
Proverbs,"Look Before You Leap, But Having Leapt Never Look Back"
Proverbs,Lookers-On See More Than Players
Proverbs,"Lord (God, Heaven) Helps Those (Them) Who Help Themselves"
Proverbs,Lost Time Is Never Found Again
Proverbs,Love Cannot Be Forced
Proverbs,Love In A Cottage
Proverbs,"Love Me, Love My Dog"
Proverbs,Love Will Creep Where It May Not Go
Proverbs,Make Haste Slowly
Proverbs,Make Hay While The Sun Shines
